"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC124",,"RAINBOW KIDS DAY CARE","696 RIDGE RD EAST","WEBSTER, NY","14580","No","MARIE LACAGNINA","787-0900","696 RIDGE ROAD EAST","WEBSTER, NEW YORK","14580","MARIE LACAGNINA",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,48.00,1,$130.00,"DCC2",,,,,,,124,0,,,,,,,,,,,,,,,,,,,,"{D9DEFB2C-5897-4C4D-9EEA-988D3023616D}",,,,,1531,1531,1531,,1531,
"27DCC126","909174","ROCHESTER CHILD FIRST NETWORK","941 SOUTH AVENUE","ROCHESTER, NY","14620","Yes","ROCHESTER CHILD FIRST NETWORK","473-2858","941 SOUTH AVENUE","ROCHESTER, NEW YORK","14620","MICHELLE PRINCE","nmuirgaire@rcn4kids.org",,"DAY CARE CENTER","Breakfast- cereal, juice, milk, toast, applesauce,oatmeal, pancakes, grits, bagels w/cream cheese
Lunch- Meatball sub w/mozzarella cheese and sauce, tuna salad sand., chili w/ground turkey, homemade mac and cheese, ham and cheese sand., chicken patty on roll, ground turkey sloppy joe, baked sliced turkey, fish filet sand., cheese ravioli w/meat sauce, italian sausage w/peppers, beef stroganoff over noodles, french toast sticks, turkey and cheese sand., beef and rice casserole, chicken parm
snack- crackers, cream cheese, fruit, apple bread, graham crackers, corn chips, pineapple bread, sliced cucumbers w/ranch dip","MEDIUM","No","PRE-1978",,1985-06-17 0:00:00,"PB HAZARDS",,"1/30/13- A three bay sink has been installed, and an indirect drain has been installed on the separate fruit/vegetable prep sink. GR",2017-09-22 0:00:00,"U","jg",2015-01-29 0:00:00,"S",,175.00,0,$165.00,"DCC10",,,,2014-04-16 0:00:00,,,126,0,,,,,,,,,,,,,,,2015-12-21 0:00:00,"U",,,,"{DE8A4D83-A5FF-4572-9806-4F30431FCD0C}",,,,,0,1531,1531,,0,
"27DCC130",,"SALVATION ARMY - N. CLINTON","915 N. CLINTON AVE.","ROCHESTER, NY","14621","No","SALVATION ARMY","987-9565","100 WEST AVENUE","ROCHESTER, NEW YORK","14611","KARI ERCOLANO",,,"DAY CARE CENTER","PM meal- Hot dogs, mac & cheese, tomato soup, Chicken tenders, cheese sandwiches, fruit, bread, green salad, Hamburger, sliced turkey, chicken, rice, meatloaf, baked chicken, turkey slices, pizza, chicken nuggets, veggies, tuna sand., sloppy joes, goulash, meatball subs, rice, mashed potatoes,  french fries,spaghetti,","HIGH","No","PRE-1978",,,,,"Facility is not in operation.PR


No lead info. In the DCC file
1/24/2013 - Soup Kitchen permitted with a medium risk.  Day Care is High Risk.  Day Care Inspection will continue to be inspected by Day Care Staff. LH",2013-01-08 0:00:00,"S","PR",,,,80.00,0,$87.50,"DCC8",,,,2013-04-02 0:00:00,,,130,0,,,,,,,,,,,,,,,2013-10-18 0:00:00,,,,,"{B7B2F3DB-6F3C-434C-8FA9-A77C5D7F84A4}",,,,,1531,1531,1531,,1531,
"27DCC131",,"SALVATION ARMY - WEST AVE.","100 WEST AVE.","ROCHESTER, NY","14611","No","SALVATION ARMY","527-9566","100 WEST AVENUE","ROCHESTER, NEW YORK","14611","KARI ERCOLANO",,,"DAY CARE CENTER",,,,,,,,,,2011-03-07 0:00:00,"S","GR",,,0201-03-14 0:00:00,80.00,0,$87.50,"DCC8",,,,2011-04-06 0:00:00,,,131,0,,,,,,,,,,,,,,,,,,,,"{53E894CC-8CA6-4BF7-B16A-2D4453ADDA1D}",,,,,1531,1531,1531,,1531,
"27DCC133",,"SEASON'S CHILD CARE","4646 NINE MILE POINT RD.","FAIRPORT, NY","14450","No","FAIRPORT BAPTIST HOMES","388-2380","4646 NINE MILE POINT ROAD","FAIRPORT, NEW YORK","14450","JULIE SWAIN",,,"DAY CARE CENTER",,,,,,,,,,2011-02-11 0:00:00,"S","PR",,,2012-02-13 0:00:00,86.00,0,$87.50,"DCC8",,,,2011-03-09 0:00:00,,,133,0,,,,,,,,,,,,,,,,,,,,"{D4B0EA7D-35D5-47B1-812C-2F8553FAA594}",,,,,1531,1531,1531,,1531,
"27DCC134",,"SMALL WORLD NURSERY","2406 OLD BROWNCROFT BLVD.","ROCHESTER, NY","14625","No","RITA BARTON","381-4647","2406 BROWNCROFT BOULEVARD","ROCHESTER, NEW YORK","14625","KELLY LYSENKO",,,"DAY CARE CENTER","Catered by Cateringworks","MEDIUM","Yes","PRE-1978",,1991-06-25 0:00:00,"PB HAZARDS",,"windows 10.0, window frames 8.8

2/4/13- Stem thermometer not available. GR
2/7/13- All violations have been corrected at the time of the reinspection. GR",2014-01-10 0:00:00,"S","PR",,,,86.00,1,$175.00,"DCC3",,,,2014-02-21 0:00:00,,,134,0,,,,,,,,,,,,,,,,,,,,"{7E8D9767-3702-4A07-9CF0-64B539A99E97}",,2015-05-13 0:00:00,,,1531,1531,1531,,1531,
"27DCC135","909234","SOUTHEAST YMCA-AFTERSCHOOL","111 E. JEFFERSON ROAD","PITTSFORD, NY","14534","Yes","SOUTHEAST YMCA","341-3264","111 E. JEFFERSON ROAD","PITTSFORD, NEW YORK","14534","CHRIS DUDLEY","chrisd@rochesterymca.org",,"DAY CARE CENTER","Afternoon pre-packaged snacks only","LOW","No","PRE-1978",,,,,"9/24/2015 - Open from about 12 - 6 p.m. for ""after school care"".  LH",2017-10-20 0:00:00,"S","EC",2015-10-16 0:00:00,"S",,44.00,0,$65.00,"DCC7",,,,2014-04-16 0:00:00,,,135,0,,,,,,,,,,,,,,,,,,,,"{9310E29D-6BA0-4A0E-8E11-C60504B0C836}",,,,,0,1531,1531,,0,
"27DCC136","909235","SOUTHWEST FAMILY YMCA","597 THURSTON RD.","ROCHESTER, NY","14619","Yes","SOUTHWEST FAMILY YMCA","328-9330","597 THURSTON RD.","ROCHESTER, NEW YORK","14619","Melissa Allison",,,"DAY CARE CENTER","11/30/2015 Meals are now being catered by Foodlink (Fresh Wise) Risk is being raised from low to medium. ES","MEDIUM","Yes","PRE-1978",,,,,"This daycare does not provide any meals. Children bring their own lunch. Freshwise provides pre-washed fruits and vegetables as snacks. All snacks are served in throw-away containers. No dishwashing necessary. GR
1/23/13 - Stem thermometer has been provided. GR",2018-01-04 0:00:00,"S",,2017-02-13 0:00:00,"U",,44.00,0,$65.00,"DCC7",,,,2014-04-16 0:00:00,,,136,0,,,,,,,,,,,,,,,,,,,,"{84B69514-E061-485D-9FC4-F1E74ED2918F}",,,,,0,1531,1637,,0,
"27DCC138","909237","ST. JOHN FISHER COLLEGE CHILD CARE","3690 EAST AVE.","ROCHESTER, NY","14618","Yes","ST. JOHN FISHER COLLEGE CHILD CARE","385-8327","3690 EAST AVENUE","ROCHESTER, NEW YORK","14618","MARY BETH KULA","Mkula@sjfc.edu",,"DAY CARE CENTER","Kids bring lunch and Fresh Fruits and Vegetables are cut up and washed at Daycare - Note:  As of 6/22/2015 All food prep and dish washing will be done in the Permitted Murphy Dinning Hall.  The Daycare will maintain 2 Refrigerators and will store paper products.","LOW","No","PRE-1978",,1985-10-01 0:00:00,"PB HAZARDS",,"6/15/2015 - Annual inspection noted only 1 sink with an indirect drain used for food prep and washing utensils.  (Dishes not being ""rinsed or sanitized). Fruit/Veg are cut and served.  Kitchen also does not have a hand washing sink.  Need 2 more basins to make ""3 bay"" sink and an additional handwashing sink.  Facility will see if they can use Murphy's Hall's Dining Hall Kitchen which is in same building for food prep and dish washing.  Daycare may maintain their own refrigerators and freezer and paper products.  LH

6/22/2015 - Email from Mary Beth Kula, Director. Lackmann culinary services (Operator for Murphy Residence Dining Hall) will now be handling the preparation of the fruits and veggies we serve for snack and the washing and sanitizing of any dishes. This will eliminate the need for the three basin sink we had talked about. We are not using the mini fridge in the toddler room and have just moved to only use the fridge in the preschool and pre-k classrooms. We have moved all frozen items out of the chest freezer and are only using the freezers in the preschool and pre-k rooms. We have replaced the fridge light bulbs and all single service items are stored in covered containers. Staff food is labeled and kept on separate shelves. Thermometers will be replaced.
LH",2017-03-21 0:00:00,"S","EC",2015-06-25 0:00:00,"S",,73.00,0,$87.50,"DCC8",,,,2014-04-16 0:00:00,,,138,0,,,,,,,,,,,,,,,,,,,,"{3BC8C098-4673-47F9-A3B7-90E6BF0063D1}",,,"385-8327",,1721,1532,1532,,0,
"27DCC139","909238","ST. JOHN LUTHERAN DAYCARE","1107 LAKE ROAD W. FORK","HAMLIN, NY","14464","Yes","VICKI SCHICKLER","964-8559","1107 LAKE ROAD W. FORK","HAMLIN, NEW YORK","14464","VICKI SCHICKLER","grace_2349@hotmail.com","kristinpitoni@gmail.com","DAY CARE CENTER","Breakfast- Fruit, Cereal, waffles, toast, scrambled eggs, milk
Lunch- Ham sandwich, BBQ chicken, cheese pizza,fish sticks, hot dog, pancakes, toasted cheese, PB&J, spaghetti and meatballs, BBQ pork, meatball sub, sliced turkey, hamburger, salad, roasted potatoes, cole slaw, veggies","MEDIUM","No","POST-1978",,2002-09-11 0:00:00,"NO PB HAZARDS",,"Reinspection not required.


Surfaces were found to be intact - but elevated levels. Exterior room 10 Building #1 trim /sash  -  7.7. Fire door to cellar > 9.9 other surfaces were found to be > 1 mg/cm2

Facility does not keep any left overs.  Food is discarded after meals.  Facility will be changed from high risk to medium risk. ES 12/11/2015",2017-10-04 0:00:00,"S","JG",2016-11-04 0:00:00,"S",,71.00,0,$87.50,"DCC8",,,,2014-04-16 0:00:00,,,139,0,,,,,,,,,,,,,,"Earl Stich 753-5574",2015-12-11 0:00:00,"U",,,,"{85341344-C6B9-496F-B3D2-F914546EF95B}",,,,,0,1532,1532,,0,
"27DCC140",,"ST. JOHN'S NURSERY SCHOOL","18 MONROE ST.","HONEOYE FALLS, NY","14472","No","ST. JOHN'S","624-1940","18 MONROE STREET","HONEOYE FALLS, NEW YORK","14472","MARY ALICE EDWARDS",,,"DAY CARE CENTER",,,,,,,,,,,"S","GR",,,,20.00,0,$45.00,"DCC6",,,,2012-05-09 0:00:00,,,140,0,,,,,,,,,,,,,,,,,,,,"{D41FF8EF-59A9-4F95-87C3-41B3C5713563}",,,,,1532,1532,1532,,1532,
"27DCC141","909240","ST. PAUL'S DAY CHILD CARE CENTER","13 VICK PARK B","ROCHESTER, NY","14607","Yes","St. PAUL'S DAY CHILD CARE CENTER","244-4527","13 VICK PARK B","ROCHESTER, NEW YORK","14607","MICHELLE MOUSSEAU","mmousseaustpcc@yahoo.com",,"DAY CARE CENTER","Lunches catered by SARKIS.
Breakfast - Cereal, fruit, milk","MEDIUM","Yes",,,1989-03-28 0:00:00,"PB HAZARDS",,"Red viol. For stem thermometer.PR


Red viol. For stem thermometer.PR


",2017-10-31 0:00:00,"S","EC",2013-03-01 0:00:00,"U",,50.00,0,$65.00,"DCC7",,,,2014-02-21 0:00:00,,,141,0,,,,,,,2013-03-19 0:00:00,"S",,,,,,,,,,,,"{CF2ADD44-4535-4C61-9576-B882332D3782}",,,"244-4527",,0,1532,1532,,0,
"27DCC143",,"STORYBOOK #1 DCC","357 FAIRPORT RD.","EAST ROCHESTER, NY","14445","No","STORYBOOK CHILDCARE, INC.","381-3341","211 TOBEY ROAD","PITTSFORD, NEW YORK","14534","DAVID CLEARY",,,"DAY CARE CENTER","A breakfast of cereal, toast and juice is served until 8:00 am every morning.
Morning snack- milk, pretzles, whole wheat bagels, apples w/peanut butter, goldfish
Lunch - turkey sandwich,chicken noodle soup, homemade mac and cheese,scrambled eggs w/cheese, grilled cheese sand., tuna sand., homemade pancakes, Oatmeal, sloppy joes,turkey bologna, pizza, turkey w/mashed potatoes, egg salad sand.,turkey hotdogs, waffles, homemade french toast, fruit and veggies, beef stew, sausage,tomato soup, goulash, cottage cheese, hamburgers
afternoon snack- teddy grahams, fig newtons, crackers, cornbread, rice cakes, cinnamon bread, yogurt and bananas","HIGH","No","POST-1978",,,,,"No lead letter in the DCC file.

Facility will determine if they install a veg. prep sink or use the third bay w/ indirect drain on the last bay and a collander.  Will contact this office when the decsion/corrections have been made.PR

Daycare moved out of the building and the daycare operation was consolidated with the other branches of the daycare per minister of church where daycare was located. 10/9/2014 ES",2014-03-20 0:00:00,"S","PR",2013-10-11 0:00:00,"S",,81.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,143,0,,,,,,,,,,,,,,,2013-09-17 0:00:00,"U",,,,"{95F8F04C-B63D-4015-AFEE-7EE6BDE37B40}",,,,,1532,1532,1532,,1532,
"27DCC144","909242","STORYBOOK #1/TOBEY ROAD","211 TOBEY ROAD","PITTSFORD, NY","14534","Yes","STORYBOOK CHILDCARE, INC.","752-7071","211 TOBEY ROAD","PITTSFORD, NEW YORK","14534","WENDY CLEARY","welovekidsdave@frontiernet.net","welovekidsrachael@frontier.com","DAY CARE CENTER","A breakfast of cereal, toast and juice is served until 8:00 am every morning.
Morning snack- milk, pretzles, whole wheat bagels, apples w/peanut butter, goldfish
Lunch - turkey sandwich,chicken noodle soup, homemade mac and cheese,scrambled eggs w/cheese, grilled cheese sand., tuna sand., homemade pancakes, Oatmeal, sloppy joes,turkey bologna, pizza, turkey w/mashed potatoes, egg salad sand.,turkey hotdogs, waffles, homemade french toast, fruit and veggies, beef stew, sausage,tomato soup, goulash, cottage cheese, hamburgers
afternoon snack- teddy grahams, fig newtons, crackers, cornbread, rice cakes, cinnamon bread, yogurt and bananas","MEDIUM","No",,,,,,"No lead letter in the DCC file.
The operator has requested a variance for the fruit/vegetable prep sink. A third sink bay must be installed, and the third bay will be utilized as the fruit/vegetable prep. Sink. This bay will need an indirect drain. GR
1/30/13- Stem thermometer and light shield violations have been corrected. GR",2018-01-24 0:00:00,"U","jg",2016-02-19 0:00:00,"U",,43.00,1,$130.00,"DCC2",,,,2014-04-16 0:00:00,,,144,0,,,,,,,2016-03-21 0:00:00,"U",,,,,,,2014-10-23 0:00:00,"S",,,,"{FAA93D54-5D49-4FBD-982B-C806D957414A}",,,,,0,1532,1532,,0,
"27DCC145","909243","STORYBOOK #2/MAIDEN LANE","1924 MAIDEN LANE","ROCHESTER, NY","14626","Yes","STORYBOOK CHILDCARE, INC.","752-7071","211 TOBEY ROAD","PITTSFORD, NEW YORK","14534","WENDY CLEARY","welovekidsandrea@frontier.com","welovekidsellen@frontiernet.net","DAY CARE CENTER","A breakfast of cereal, toast and juice is served until 8:00 am every morning.
Morning snack- milk, pretzles, whole wheat bagels, apples w/peanut butter, goldfish
Lunch - turkey sandwich,chicken noodle soup, homemade mac and cheese,scrambled eggs w/cheese, grilled cheese sand., tuna sand., homemade pancakes, Oatmeal, sloppy joes,turkey bologna, pizza, turkey w/mashed potatoes, egg salad sand.,turkey hotdogs, waffles, homemade french toast, fruit and veggies, beef stew, sausage,tomato soup, goulash, cottage cheese, hamburgers
afternoon snack- teddy grahams, fig newtons, crackers, cornbread, rice cakes, cinnamon bread, yogurt and bananas.

1/16/2013 - Facility at same address ""Greece United Methodist Church"" has a Church Permit and is not inspected by Food Protection. LH","MEDIUM","No","PRE-1978",,1986-03-04 0:00:00,"NO PB HAZARDS",,"Both violations were corrected at time of inspection.


one reading obtained in toddler room wall of 1.2 No lead clearance letter in the DCC file.
Operator requests a variance for the fruit/vegetable prep. Sink. An indirect drain will be installed on the third bay of the three-bay sink. GR

1/22/13- Re- Inspection shows stem thermometer and indirect drain have been provided. GR",2018-02-06 0:00:00,"S","jg",2016-04-26 0:00:00,"S",,82.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,145,0,,,,,,,,,,,,,,,2015-12-10 0:00:00,"U",,,,"{25A5AD73-6AE8-4C91-987F-258DE52B46AE}",,,,,0,1532,1532,,0,
"27DCC146","909244","STORYBOOK/PINNACLE RD.","174 PINNACLE ROAD","ROCHESTER, NY","14623","Yes","STORYBOOK CHILDCARE, INC.","752-7071","211 TOBEY ROAD","PITTSFORD, NEW YORK","14534","WENDY CLEARY","welovekidscelia@frontier.com",,"DAY CARE CENTER","A breakfast of cereal, toast and juice is served until 8:00 am every morning.
Morning snack- milk, pretzles, whole wheat bagels, apples w/peanut butter, goldfish
Lunch - turkey sandwich,chicken noodle soup, homemade mac and cheese,scrambled eggs w/cheese, grilled cheese sand., tuna sand., homemade pancakes, Oatmeal, sloppy joes,turkey bologna, pizza, turkey w/mashed potatoes, egg salad sand.,turkey hotdogs, waffles, homemade french toast, fruit and veggies, beef stew, sausage,tomato soup, goulash, cottage cheese, hamburgers
afternoon snack- teddy grahams, fig newtons, crackers, cornbread, rice cakes, cinnamon bread, yogurt and bananas","MEDIUM","No","PRE-1978",,1985-12-12 0:00:00,"NO PB HAZARDS",,"This kitchen will require a third sink bay. Operator is requesting a variance for the separate fruit/vegetable prep sink. An indirect drain will need to be installed on the third bay. GR
5/29/13 TC w/ Kathryn-need time frame for work to be completed.PR
5/30/13 TC w/ Dave, will purchase 3 bay and install hopefully in the next couple of weeks depending on the politics of the church.PR",2018-01-24 0:00:00,"U","jg",2016-02-19 0:00:00,"U",,90.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,146,0,,,,,,,2016-04-11 0:00:00,"S",2013-07-24 0:00:00,"S",,,,,2014-10-23 0:00:00,"U",,,,"{77626340-C323-4871-8B2A-646CD8D1504E}",,,,,0,1532,1532,,0,
"27DCC147","909401","SUNSHINE DAY CARE","2400 OAKVIEW DRIVE","ROCHESTER, NY","14617","Yes","SUNSHINE DAY CARE, INC.","467-1481","2400 OAKVIEW DRIVE","ROCHESTER, NEW YORK","14617","JANINE SCIARABBA","sunshinedaycareinc@yahoo.com",,"DAY CARE CENTER","AM snack- french toast sticks, nutri-grain bars, bagels and cream cheese, saltines, blueberry muffins, milk, juice
Lunch- turkey club sand., Mac & meat sauce, salad, bologna and cheese, chicken nuggets, baked meat balls, mashed potatoes, veggies, fruit
PM snack- Chex mix, taco chips, ice cream, veggies, fruit","MEDIUM","No",,,,,,"2/19/13- Light shields provided, and an indirect drain installed on the sanitizing bay of the three bay sink during my reinspection. GR


No lead info. In DCC file
1/31/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR",2017-11-02 0:00:00,"S","EC",2015-12-03 0:00:00,"S",,109.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,147,0,,,,,,,2015-07-13 0:00:00,"U",2015-07-14 0:00:00,"S",,,,,2015-11-13 0:00:00,"U",,,,"{57ABCB3A-B541-41D1-A373-520F7350AC12}",,,,,0,1532,1532,,0,
"27DCC151","909585","TODDLER'S WORKSHOP/MAY ST.","12 MAY ST.","WEBSTER, NY","14580","No","GINNY NACY","872-0663","12 MAY STREET","WEBSTER, NEW YORK","14580","GINNY NACY","otoddler@rochester.rr.com",,"DAY CARE CENTER","Breakfast - Cold/Hot Cereal, juice, fruit, milk
AM/PM snacks- Yogurt, fruit, muffins, crackers, cheese sticks, trail mix, nachos w/salsa & cheese
Lunch- Tuna wrap, vegetable soup, chicken & gravy w/gnocci, french toast sticks, sausage, turkey chili w/beans, cornbread, ham and turkey w/cheese sandwich, veggies, fruit, milk, teriyaki chicken, pizza, bologna & cheese sand.,turkey tacos, mac and cheese, swedish meatballs, fish sticks, cheese tortellini, turkey dog, Tuna Noodle casserole, Beef & bean Burrito, Hamburger/Cheeseburger, Diced Ham and Mashed potatoes","HIGH","No",,,,,,"Exemption MAY be issued at the facility.  Operator has not decided if they want to install a fruti/veg. prep sink or use the third bay of the 3 bay sink w/ indirect drain and collander.PR",2015-03-12 0:00:00,"U","LH",2015-10-22 0:00:00,"S",,149.00,1,$250.00,"DCC4",,,,2014-04-16 0:00:00,,,151,0,,,,,,,,,2013-05-21 0:00:00,"S",,,,,2015-09-28 0:00:00,"U",,,,"{C5D033F6-CBDC-403B-A4C5-8A962039C440}",,2015-12-22 0:00:00,,,1532,1532,1532,,1657,
"27DCC255","908131","BROCKPORT CLARKSON LEARNING CENTER","4099 LAKE ROAD","BROCKPORT, NY","14420","Yes","BROCKPORT CLARKSON LEARNING CENTER","637-0002","4099 LAKE ROAD","BROCKPORT, NY","14420","GERI FRASCH",,,"DAY CARE CENTER","Snack Only. SCHOOL AGE","MEDIUM","No","PRE-1978",,,,,"No lead inspection in DCC file.

12/11/2015Faclity is a before and after school program that serves snacks in single use containers and self contained packages.  No milk is served.  No sink/refrigerator or thermometer required.  Bleach is used as a sanitizer. ES",2017-10-05 0:00:00,"S","jg",,,,24.00,1,$90.00,"DCC1",,,,2014-04-16 0:00:00,,,2310428,,,,,,,,,,,,,,,,,,,,,"{21A6B979-1BA6-49AA-888C-47190F3AD7F8}",,,,,0,1532,1532,,0,
"27DCC153","909587","TOT-AL CARE/PERINTON","6605 PITTSFORD-PALMYRA ROAD","FAIRPORT, NY","14450","No","TOT-AL CARE","425-7224","6605 PITTSFORD-PALMYRA ROAD","FAIRPORT, NEW YORK","14450","KAREN HEMMING","prw1017@aol.com","","DAY CARE CENTER","L-mac and cheese, tuna salad sand, french toast, hamburger noodle casserole, egg salad, hot dog, tuna noodle, panckaes, spaghetti w/ meat sauce, cheese pizza, beef goulash, hot dog and bean casserole, fish sticks, taco bake, chix nuggets, veg, fruit, milk, juice.

No reheating of TCS foods - Risk Medium","MEDIUM","No",,,1989-04-04 0:00:00,"NO PB HAZARDS",,"3/6/13- This facility has been granted 3 months to correct plumbing deficiencies in the kitchen. The annual inspection for 2013 shows no plumbing corrections made to the kitchen. No phone calls from the property owner to request additional time for corrective measures. GR

Letter in file asking for inspection in second quarter.PR",2017-08-10 0:00:00,"S","EC",2016-05-05 0:00:00,"S",,87.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,153,0,,,,,,,,,2013-09-03 0:00:00,"S",,,,,2015-11-09 0:00:00,"U",,,,"{C3C476D9-9FC7-4F89-A477-878E38862895}",,2018-01-22 0:00:00,,,0,1532,1658,,0,
"27DCC167","908534","GENERATIONS CHILD CARE - N. CLINTON","869 N. CLINTON AVE.","ROCHESTER, NY","14605","Yes","GENERATIONS CHILD CARE INC.","613-7550","1491 MONROE AVE","ROCHESTER, NEW YORK","14618","KATHY LeFROIS","javier@generations-care.com,jeanie@generations-care.com",,"DAY CARE CENTER","Foodlink for lunch. 
B-oatmeal, muffin, eng. Muffin, bagel cream cheese, waffle, french toast sticks, scrambled eggs, pancake, milk.
S-muffin, milk, bagel, waffle, pretzel, yogurt, fruit salad, water, trail mix, animal crackers, wheat thins, goldfish,","MEDIUM","Yes","PRE-1978",,2008-01-15 0:00:00,"PB HAZARDS",2008-12-04 0:00:00,"2/5/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR",2017-05-17 0:00:00,"U","JG",2015-11-18 0:00:00,"S",,90.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,167,0,,,,,,,,,,,,,,,2013-11-01 0:00:00,"S",,,,"{7F3D67C9-6860-4D5C-B265-1287234CDD56}",,,,,1722,1532,1532,,0,
"27DCC155","909599","TWELVE CORNERS AFTERSCHOOL","2131 ELMWOOD AVE.","ROCHESTER, NY","14618","Yes","DARLENE SMYTHE","271-6830","2131 ELMWOOD AVENUE","ROCHESTER, NEW YORK","14618","MARJORIE ARENA","twelvecornersdaycare@hotmail.com",,"DAY CARE CENTER","B-pancakes, cereal, muffin, toast, milk.
S-pretzel, cookie, cracker, cheese w/ cracker, milk, water.
7/23/2015 - During School year hot and cold food catered by the 155 Canal View Twevle Corners Daycare Location.","MEDIUM","Yes","PRE-1978",,,,,"7/23/2015 - During School year hot and cold food catered by the 155 Canal View Twevle Corners Daycare Location. During Summer more snacks and prepackedaged foods provided. Best to inspect during school year.  LH",2017-05-10 0:00:00,"S","jg",2015-09-28 0:00:00,"S",,80.00,0,$87.50,"DCC8",,,,2014-02-21 0:00:00,,,155,0,,,,,,,,,,,,,,,,,,,,"{C16304DF-DFF5-4389-894A-7F6C6D46E684}",,,,,1722,1533,1533,,1722,
"27DCC156","909600","TWELVE CORNERS DAY CARE CENTER","155 CANAL VIEW BLVD.","ROCHESTER, NY","14623","Yes","DARLENE SMYTHE","272-0880","155 CANAL VIEW BOULAVARD","ROCHESTER, NEW YORK","14623","DARLENE SMYTHE","twelvecornersdaycare@hotmail.com",,"DAY CARE CENTER","B-pancakes, cereal, muffin, toast, fruit, milk.
L-homemade chix nugget, beef stew, ham bread, sausage and scrambled eggs, hot dog, fruit, veg, milk, noodles, rolls,
S-pretzel, cookie, cracker, cheese w/ cracker, milk, water.","MEDIUM","No","POST-1978",,,,,"Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR

11/9/2015 I spoke with the cook and she said that the food is cooked and then served and then any extra food is discarded.  ES",2017-04-17 0:00:00,"S","jg",2015-11-30 0:00:00,"S",,113.00,0,$125.00,"DCC9",,,,2014-04-16 0:00:00,,,156,0,,,,,,,,,,,,,,,2015-11-09 0:00:00,"U",,,,"{120F592F-D790-49C8-AC3D-38E5BCD0B49E}",,,,,1722,1533,1533,,1722,
"27DCC157","909602","UNIQUE CHILD","4 MEIGS STREET","ROCHESTER, NY","14607","Yes","ROXANNE ROSS","271-6292","4 MEIGS STREET","ROCHESTER, NEW YORK","14607","ROXANNE ROSS","rross48972@aol.com",,"DAY CARE CENTER","Snacks- fruit juice, milk, cereal, yogurt, crackers, cheese slices or ice cream
Lunch- Mac and cheese, toasted cheese sand., meatballs, noodles w/broth, french toast, sausage links, baloney strips, fish sticks, chicken nuggets, pizza, PB&J, Hot dogs, pasta w/sauce, noodle soup, veggies,fruit, milk","MEDIUM","No","PRE-1978",,1995-02-23 0:00:00,"NO PB HAZARDS",,"This facility will require a third bay to adequately wash, rinse, and sanitize dishes. A variance will be granted to allow the operator to utilize the third bay as their veg./fruit prep. Sink. An indirect drain will need to be installed on the third bay. GR
5/29/13 Facility does not need to upgrade sinks and indirect drain.  Will utilize inspected and permitted kitchen at the church which is in compliance w/ Part 14.PR",2017-10-31 0:00:00,"S","EC",2015-02-03 0:00:00,"S",,48.00,1,$130.00,"DCC2",,,,2014-04-16 0:00:00,,,157,0,,,,,,,,,,,,,,,2015-12-22 0:00:00,"U",,,,"{24D30A9E-D023-4B81-B709-AE83F228422C}",,,,,0,1533,1533,,0,
